49	23251	1202649	51.72	0	280	23251	4805922	206.7	0	561	1.6458842540633
239	9881	346380	35.06	0	217	9881	894658	90.54	0	445	1.01586935604905
145532	7124	14375	2.02	0	49	7124	261121	36.65	0	92	3.82852604583013
147273	6271	14411	2.3	0	41	6271	200189	31.92	0	65	3.44189493083872
163131	5259	8842	1.68	0	56	5259	176510	33.56	0	138	3.96734962322181
164865	5621	39268	6.99	0	84	5621	230956	41.09	0	137	2.20256301535297
164983	5874	44168	7.52	0	64	5874	229987	39.15	0	105	2.02734778606151
165792	8333	31804	3.82	0	97	8333	372372	44.69	0	103	3.19544754692001
165998	5271	33893	6.43	0	85	5271	181911	34.51	0	107	2.07126387666831
166105	6159	59110	9.6	0	35	6159	186147	30.22	0	79	1.30153739511706
166507	5231	5170	0.99	0	33	5231	177231	33.88	0	65	4.74400158481334
166597	6642	68038	10.24	0	253	6642	293200	44.14	0	385	1.75501095984036
166959	6112	19497	3.19	0	44	6112	240282	39.31	0	87	3.27040808021997
167821	5349	36469	6.82	0	94	5349	172771	32.3	0	93	1.89083056611786
173295	6538	23822	3.64	0	76	6538	227013	34.72	0	120	2.90089663780653
173377	10547	162445	15.4	0	246	10547	523214	49.61	0	354	1.33484065187116
173444	9008	14422	1.6	0	41	9008	303905	33.74	0	128	4.04545620896095
173465	9750	5656	0.58	0	32	9750	315280	32.34	0	87	5.44826301390684
173466	7735	67095	8.67	0	118	7735	349933	45.24	0	138	2.03063507632873
173717	8590	57334	6.67	0	93	8590	337958	39.34	0	153	2.20737833665469
173800	5236	9212	1.76	0	46	5236	188147	35.93	0	89	3.99868164692561
173832	5646	84991	15.05	0	99	5646	244578	43.32	0	128	1.17240980152201
173884	7546	24600	3.26	0	61	7546	257099	34.07	0	84	3.03269812342602
174030	6781	21839	3.22	0	97	6781	205688	30.33	0	135	2.8827529500703
174053	6142	12116	1.97	0	57	6142	193713	31.54	0	60	3.64805517089488
174116	5461	8918	1.63	0	27	5461	186800	34.21	0	62	4.03861428009757
174198	5707	121598	21.31	0	170	5707	395111	69.23	0	371	1.34700680059476
174270	11022	23942	2.17	0	35	11022	387589	35.17	0	137	3.66571843274157
174293	5648	14613	2.59	0	46	5648	194904	34.51	0	106	3.38313051630971
174304	6598	17883	2.71	0	33	6598	229516	34.79	0	84	3.32944796782677
174313	5739	71940	12.54	0	134	5739	257680	44.9	0	255	1.48731814238722
175209	6644	11318	1.7	0	14	6644	264133	39.76	0	116	4.19485115098533
175720	6116	120405	19.69	0	307	6116	344995	56.41	0	431	1.16562787126406
176205	5211	35801	6.87	0	87	5211	230245	44.18	0	124	2.33215146009792
176339	5494	32017	5.83	0	49	5494	223319	40.65	0	106	2.44882760932264
177345	5867	9952	1.7	0	32	5867	193259	32.94	0	87	3.9233739491494
178106	6210	31249	5.03	0	73	6210	240740	38.77	0	152	2.5934504755064
178855	11575	40845	3.53	0	115	11575	415832	35.93	0	156	2.99458889229173
179753	8929	29868	3.35	0	70	8929	291567	32.65	0	116	2.9319900366494
179865	5704	12234	2.14	0	40	5704	203459	35.67	0	78	3.70616855962641
179873	5113	33602	6.57	0	63	5113	344927	67.46	0	199	3.00720708825654
179880	5033	48928	9.72	0	192	5033	257932	51.25	0	268	2.04566383123514
179890	5150	44511	8.64	0	66	5150	233817	45.4	0	131	2.04072912557556
180686	5075	26312	5.18	0	34	5075	182692	36	0	105	2.44411294909123
183765	5624	4198	0.75	0	21	5624	237578	42.24	0	108	5.46271547442332
186101	5496	16909	3.08	0	39	5496	333330	60.65	0	906	3.94664543487372
186124	8801	11599	1.32	0	24	8801	317137	36.03	0	64	4.41772886262908
186165	6959	17691	2.54	0	59	6959	256361	36.84	0	178	3.50551270487992
186218	7561	31830	4.21	0	74	7561	264494	34.98	0	134	2.701778196416
186309	7747	63896	8.25	0	82	7747	323700	41.78	0	132	1.98748651349468
186398	7463	143641	19.25	0	236	7463	434501	58.22	0	333	1.24379643921389
186447	5747	74755	13.01	0	149	5747	280158	48.75	0	225	1.55292130236729
187254	5574	90507	16.24	0	265	5574	285461	51.21	0	376	1.30401397212446
187323	7613	73457	9.65	0	174	7613	326943	42.95	0	323	1.80119732943113
188070	8841	85499	9.67	0	79	8841	433568	49.04	0	187	1.98951122977469
188246	5604	36478	6.51	0	114	5604	202441	36.12	0	172	2.11920848987597
188782	5335	25375	4.76	0	44	5335	177258	33.23	0	71	2.45059285994483
190336	7542	44222	5.86	0	129	7542	315679	41.86	0	247	2.48373978739421
190438	5361	25151	4.69	0	72	5361	195858	36.53	0	130	2.60856197140739
190874	5060	27236	5.38	0	78	5060	198157	39.16	0	210	2.51084273260782
191162	5270	15276	2.9	0	27	5270	212254	40.28	0	115	3.4430789235526
191164	11640	27263	2.34	0	54	11640	400618	34.42	0	169	3.52580670801755
191442	5039	52646	10.45	0	189	5039	199741	39.64	0	223	1.57059406577899
193322	6727	45332	6.74	0	101	6727	296985	44.15	0	140	2.35873298691472
193616	7830	31383	4.01	0	69	7830	253121	32.33	0	105	2.65833941123191
194251	10393	26950	2.59	0	66	10393	352169	33.89	0	115	3.35697567935819
194744	6931	10373	1.5	0	20	6931	268920	38.8	0	92	4.34016229213936
194871	6801	5692	0.84	0	12	6801	231799	34.08	0	70	4.98953224300782
